,content,rating
1939,Your John Mayer = My Jacks Mannequin. Andrew McMahon is my LIFE SUPPORT. Not to sound emo or anything ahaha,1
1940,LIKE BITCH WUSSUP! Ahahaha,1
1941,I just needed an axcuse to share it.  I hate oatmeal  actually.,1
1942, Damn woman you don't know your own strength.  LOL,1
1943,I don't always agree with you... but I do this time! Slow the hell down and stop getting so emo about it.,1
1944,no she didnt yet. maybe she does hate us now. *sad day*,1
1945,lol... I have ass too..,1
1946,he hasnt scored 82 but he's taken a team to the finals damn near by himself,1
1947,that's what you fucking get for that fucking video!,1
1948,ass.,1
1949,That show sucks. It always scares you. And Boo Danny. He is a fail!,1
1950,yes & i cant fucking wait!  I can hardly bring myself to review - i must but dont want to.,1
1951,fuck no _ I'll be out there by myself.  That's my ALONE time. Meditate if you will. Me the pipe & the stars rflecting & thnkng,1
1952, I couldn't agree more.  And if I didn't feel like such a loser I would say I win for understanding!,1
1953,Damn those Mythbuster guys! Anyone who works or lives in Alameda must be crazy anyway!,1
1954,lmao  i hate you. &lt;3,1
1955,i hate you! i want to be in bed :(,1
1956,i bitch slapped my cousin once.,1
1957,.....I.Hate.Him. He's.... UGGG!,1
1958,oh  i am fine. But she will not be if she doesn't shut her fat fucking mouth.,1
1959,violent ass...,1
1960,fuckery is always welcomed..only second to hate. Speaking of which...I haven't told you how much I hate you lately,1
1961,a fat boy sweet talker?,1
1962,Why do you kombat when I have to leave the computer!! DAMN YOU!!!,1
1963,"I wanna get him a ring that means ""ur a great kid to fuck""",1
1964,haven't the Palestinians suffered enough without having to deal with that fat fool......heh,1
1965,AHHH I HATE THAT..,1
1966,lol you'd go gay for Zac Efron,1
1967,"""If they would have cremated that son bitch I'd be tale grabbing his ass right now""",1
1968,So you are right... reciprocity is a bitch (Just not in the way that Lauren Hill meant it),1
1969,Grammar nerd.,1
1970,There's a dfference? Damn.,1
1971,mark Ya! Dick head old man!,1
1972,i hate people who update their fb status more than once a day unless absolutely necessary...tweets-thats what they're for!,1
1973,damn.,1
1974,So people are just ignoring me. :-( That sucks big time. LOL. Especially when I thought we were better than that. I see...I see..,1
1975,Damn you to hell for getting my hopes up. I though you were talking about Daley.,1
1976,LMAO. I was very confused. What a bitch she is.,1
1977,I never said anything about lovin ya  dick cheese  just that I say your name alot  probable with fuck in there somewhere,1
1978,not on your life  dick-tongue,1
1979,crutches suck big time. i hate them lol. hope you get better soon! :P,1
1980,esp. if someone is working for an employer supportive of gay rights  seems wrong for someone to then not show up to work.,1
1981,regarding you and your tea obsession  you have become SO GAY  break out the Thermite man!!!!!  Shape up,1
1982,the only show more thug is the nigga who be in the woods eating beetles and drinking his piss! that niggas GANGSTA!,1
1983, :-)  My line in the sand: watching shows on my computer screen. HATE it. w/42 inch plasma & groovy sound  you can never go back.,1
1984,what a fucking bitch.,1
1985,As opposed to a non fucking fuck?,1
1986,attention whore.,1
1987,/emo damn you.,1
1988,Dick Clark looked sloshed last night? I was thinking animatronic.,1
1989,This bad gay works for a company that likes to write people up for sneezing.,1
1990,Fat Tire. Steak Taquitos. RocketTransfer.com. AJ's on Court in DSM.,1
1991,losing winter insulation is one of the horrific side effects of Biggest Loser that nobody warns you about. It's brutal!,1
1992,"I hate ""Rag and Bone"" so much.",1
1993,emo-hair+hip hop-fitted hat,1
1994,I would not be proud of that. That just means you're a whore or a polygamist.,1
1995,if he's upset with Brandyn's work area I'd hate to see wha he thinks of mine :P,1
1996,Whoa. Marc Blucas' new hair is a fucking crime against humanity. The horror. From loveable goof to douchebag  instantly.,1
1997,Unfortunately  I can't take credit for that blog-- I found it while surfing the 'net at 4am and laughed my ass off!,1
1998,"P.S. ""Fuckitty fuck fuck"" is def. worse to say in a Holy Place. Especially if you're Catholic.",1
1999,also let him know his Irish accent sucks in some of the podcasts,1
2000,I hate .... you .... zzzzzzzz,1
2001,Hey... Stop twitting and post a damn blog!,1
2002,http://twitpic.com/qtt0 - O.O bingo is waaaaay to hard for me. hate it. i wanna fuck it..wait thats didnt come out right,1
2003,xD! i know. hmm ....i wonder how it feels like to fuck bingo  hard .....hmmmm  i guss i'll never know D':,1
2004,oh youuuu little bitch. Just keep your winter gloves away from your zipper and i'm sure you'll be fine.,1
2005,not to sound amazingly  astoundingly gay (not that that's bad) but you sound like a man in desperate need of a few pillow shams,1
2006,as much as i hate auto-DM's  i also check out links if they're music related.,1
2007,I'm blocking you because you have no value. Go back to telemarketing  or some other loser marketing scheme.,1
2008,If only Edward and Bella were slightly less emo :),1
2009,@scanman and @asthepumpturns. Yeah  I am a mean mean person. Horribly judgemental towards one specific victim. Poor guy. Retard.,1
2010,damn it.,1
2011,NO. You're in BATH. You worked your ASS off for this. You're coming home to GREAT THINGS. Have FUN FUN FUN. NOW.,1
2012,your mother's a bitch.,1
2013,that sucks for your teacher. poor guy. isn't your class full of adults? do they act mature like adults are supposed to?,1
2014,fuck yeah!!! That is so far above just not failing!!,1
2015,FUCK.,1
2016,fuck yeah!!,1
2017,well  it is gay hippie stoner music,1
2018,aw man that sucks!,1
2019,Oh no! Everyone ok? Damn you rain! Ruining my BFFOT's day!!!,1
2020,WHO CARES I HATE THEM! FTW! Knitting and crocheting before bed &lt;3,1
2021,damn.,1
2022,"*sigh* oh  Karrine. You said the phrase ""Sluts with Butts"" on a site called MomLogic.com. You fuck'n rule! :) LMAO",1
2023,Rockets... damn. makes me wanna turn ne-yo's gay ass off my tv and just sit here.,1
2024,wow that really sucks. LOL.,1
2025,that sucks  I know he was looking forward to that hook up...,1
2026,fuck yeah. swing by sometime (after the 17th) and i'll take you to rocco's. yeah  think about that.,1
2027,i hate her in every movie. she has one look. you know the look haha,1
2028,"Read your post  ""Sincerity Sucks.""  Thank you! I feel less guilty for holding certain ""sincere"" people accountable for actions",1
2029,Maybe they're looking for Carl!!!  That damn Carl.,1
2030,Fat Baby drinkinggg and listening to Duffy's band,1
2031,p.s. i hate you :),1
2032,I should brush my bangs over my eyes and join you in emo grief.,1
2033,It sucks :(,1
2034,yeah I hate this bitch and I'm glad the chief killed that other dude!,1
2035,@Heylin1234 oooh shit i forgot what i was gonna tell y'all -_O UMMM oopsie...ugh i hate my short term memory,1
2036,With the departure of the Sonics  I've adopted them as my squad. I still fuck w/ CP3 and the Hornets  but I gotta go Pacific NW.,1
2037,Damn straight.,1
2038,Have you seen his ugly ass? he IS the phantom. Women wouldnt sleep with him if he didn't woo us with melodies and faux-mance,1
2039,DAMN HO  You sick as FUCK!!!,1
2040,Jesus fucking h Christ!!!!,1
2041,fuck you  change your name. Do you know who I am? (yeah  neither does my mom.),1
2042,to be specific he didnt choke her (right?) he bit her on the back while banging her in the ass. (just to be clear)... :),1
2043,still got that ass whooped haha.,1
2044,go cowboys!!!! Yup I said it. Two tears in a bucket.. Fuck it lol,1
2045,go fuck yourself.,1
2046,cause i just need to get my mind away from all the bullshit out here..im bousta say fuck doin music...just promote others...,1
2047,i mean damn don can you get back to ya own brother?!?!?,1
2048,dick van dyke is way cooler too.,1
2049,You kidding  I bloody hate anime  and I liked Bleach.,1
2050,Not necessarily  while I do not agree with hitlers actions  he was a damn good general  and got germany out of a depression that,1
2051,I'll love him in the biblical sense  just as soon as they chop his emo hair off.,1
2052,u whore...,1
2053,Quit the gay ex and you wouldt sleep so much,1
2054,fuck you man  I'm a vegetarian today! That just makes it harder.,1
2055,"HAHAHA. tom cruise ""I WILL FUCK YOU UP""",1
2056,That album is the fucking shit.,1
2057,yes? Yes? Fucking YES?,1
2058,@folub i'm hammered and want you both at Hot Damn.,1
2059,Y'know  it's very stereotyped emo.. I know plenty of older people who follow the trend / cult the whole way.,1
2060,DION WHAT THE FUCK YOU SAYIN? LOL.,1
2061,: Dude  you're gonna hate me! Here... more T-shirts for da T-shirt lovers : - http://snurl.com/8fhdw  : ),1
2062,- damn you and your constant banoffee pie mentions!! Very tempting LOL,1
2063,Fucking pallys. I learned to hate them playing Warcraft III. And fuck rogues too while we're at it.,1
2064,Hell yeah! With their invisible sneaking nonsense. I almost want to play as one some time to fuck with people though.,1
2065,"I was belting out songs from ""Fiddler On The Roof"" and ""Rocky Horror Picture Show"".  I might have been a gay  Jewish man?",1
2066,"evilbeet  do u not feel that when u watch jon & kate plus 8 its fucking ""in ur face"" and purely advertisements?",1
2067,jia..that is dead ass wrong,1
2068,I should round house kick ur al qaeda lookin ass in the face with my flip flops!,1
2069,ok! where is it then? send that bitch to me!! haha!,1
2070,"I freakin hate that! For me it's ""Hi Rose"" Rose is my last name you idiot! LOL",1
2071,your ass needs to be in NYC for that shit!,1
2072,Please do...anything from you my sexy bitch!,1
2073,so i said listen cunt.. i hope your year brings prosperity and happiness. and then i got my gun  and blew her brains out.,1
2074,http://twitpic.com/t47m - Srsly  I hate it.,1
2075,Turns out I hate shopping  too. Way too many sounds and smells. I just want to pee on everything.,1
2076,Just had a big ass waffle breakfast and am catching up on games from 08,1
2077,I DARE DAT ASS 2 SAY SUMTHAN ELSE STUPID U DA STUPID BITCH!,1
2078,FUCK NO I AINT PARTYN LIK DAT JAYLA U STUPID,1
2079,JAYLA U TOK DAT DA WRN WAY MEANIN U WEAR PANTIES ASS ITS NOTHN SEXULA SO DNT BE THANKN DAT,1
2080,N HOW BOT BARBARA GOT ANGIE ASS GUH ME N TELA WAS LAUGHN 2 DAM HARD,1
2081,Judge Chevere at the Daley Center..she's hispanic and a bad ass! Too bad i'd never want to go to law school..,1
2082, you'll get through it and win in the end. FUCK THAT SHIT IN THE FACE (as ange sez)!,1
2083,you're a bitch.,1
2084,sucks to be you,1
2085,I hate you so much.,1
2086,and the beamer was underwhelming.  had all kinds of issues with the on-board computer.  nothing major. just enought to piss me off,1
2087,He's an asshole. I'd fucking bean him  for love of the game. Not starring Kevin Costner.,1
2088,Damn dude...,1
2089,WOW YOUR A BAD ASS... HAHA,1
2090,Yeah  and T-Mobile Germany offers unlimited Worldwide calling to other T-Mobile phones. USA only offers Nationwide. Sucks.,1
2091,Scars on my face? Are you threatening me? I don't like liars  threats nor unexplained coincidences. Kindly fuck off!,1
2092,DAMN IT EDDIE!,1
2093,can u be a lamb & add a *gay* category to ur awards so I can nominate myself & others,1
2094,yes...and they are about to be fucking DISOWNED. *grumble*,1
2095,Well fuck yeah!!!! how about allston? @xdeartragedyo imma try the one in jersey @evry1 I got my 2day bamboozle tics today,1
2096,uh uh u fucking bitch. haha dont take any coats  skinny jeans  slippers  gloves  bomber hats  or scarves.,1
2097,we gonna make bklyn see what's up! Hell fucking yeah!,1
2098,Savor my ass. ;-p,1
2099,I'll be a crab ass with you. BAH HUMBUG!,1
2100,damn damn damn James....,1
2101,ok I don't care what @cyandle says about being PC bc that is SO queer. And ftr  my gay friends would say something worse! ;),1
2102,yes yes  so gay.,1
2103,SON OF A .... bitch! hahahahahahaha,1
2104,i hate you.... you know why,1
2105,u lucky whore!!!!!,1
2106,A BAMF is a bad-ass mother f*cker.,1
2107,Fuck that! I feel awful for you  having to wait out there!,1
2108,damn i hate Ed Hardy,1
2109,pig(s) !!! Wow - always thought you had plenty of space  but how many did you eat ?,1
2110,was just joking...hate people who act that way,1
2111,I do but I picture the fat guy in the leotard,1
2112,damn that sucks,1
2113,damn right,1
2114,ur a huge loser did u know that? lol,1
2115,i hate sewing. Period.,1
2116,don't worry  karma is a one mean ass bitch. They'll get what's coming to them...,1
2117,retard?,1
2118,haha no gay stuff is good! cuz i tend to be attracted to females! haha jus chillen getting ready for work!,1
2119,i hate u like miniature dogs hate people dressing them in t-shirts and little booties.,1
2120,fuck u BIATCH!!!,1
2121,I hate you.,1
2122,fuck off,1
2123,That was fucking hilarious... WIN,1
2124,omg that fat dude should not be in leotards idk they made them that big lmao,1
2125,damn u i wanted to see sexy lesbian porn lmao,1
2126,@TitanLineAudio lol BJ's blow ass :P,1
2127,Damn! This is deadly - keep em coming! :P,1
2128,check it on your wii  whore.,1
2129,No....Always been happy....never quite gay...,1
2130,get them all out of the dome ....NOW damn it...,1
2131,You'd be television slut.,1
2132,I HATE that!,1
2133,GO GIVE YOUR GAY LADYBOY HUSBAND AN OILY BODY MASSAGE WHY DON'T YOU. AND @yourscenesucks yes its true.,1
2134,OMFG I HATE YOU IWANNA GO ON NEOPETS :'( WTFFFF. YOU HAVE EVERYTHING I WANT.,1
2135,hate you so much,1
2136,lmfao! See this why I can't fuck w u! U kno I'm dead offa that Al B Shep!....,1
2137,LIKE HOW U SAY WHAT THE FUCK AND CLEAN IT UP WITH HECK LOL,1
2138,Thai sucks too many peanuts,1
2139,Wow! That sucks.,1
2140,it was in reference to his gay suit,1
2141,I hate them. So much.,1
2142,i am  just so behind now . . it sucks.,1
2143,Oh damn. Saw the trailer for Dark City&#8230; Looks gooood&#8230;,1
2144,I'm sick of Tinkerbell. that bitch is making my movie life hell.,1
2145,That really sucks. :(,1
2146,every one laugh at the sad gay clown,1
2147,fuck you  man. you can pick on garden state  but leave pushing daisies alone.,1
2148,I hear you can cook your ASS off!!! =),1
2149,damn your fat  you even got a turkey as your profile pic for good measure....,1
2150,Tommy blows cock! lol,1
2151,ah damn  ok,1
2152,Pah. Loser. ;) Haahaha. Well done fella. Very interested to chat to you about it sometime!,1
2153,i didnt call in gay either. but my company donated 100 g's to support No on prop 8. ::shrug:: squaresies  i guess.,1
2154,I hate Juno. That movie blows!,1
2155,I don't care about his fucking kids.....I want JP's kids head on a plate.,1
2156,fucking jp losman,1
2157,Fuck you and your family.,1
2158,damn.,1
2159,@TheSoXRoXmAsTer aw shucks you guys...are gay.,1
2160,Ugh. That truly sucks :(,1
2161,A COMMUNIST FUCKING DICTATORSHIP! Fuck Che Guevara. And all the t-shirts with him on them and those that wear them.,1
2162,You won't miss much.  Her husband is cheating  she's pregnant  he's an ax murderer  her son is gay. That's pretty much the soaps,1
2163,ah shit that sucks!,1
2164,antlers. nah  fuck that. they look stupid and extend the paradigm of happiness seasons fucking greetings etc etc,1
2165,that does sound gay. I never had that in year 12. And thanks!,1
2166,yea dani thats kind of gay sorry to tel u lol,1
2167,band nerd alert!! Lol,1
2168,LMFAOOOOO. and he looks emo now? i'd believe it.,1
2169,oh. yeah. no loving for nikki. poor nikki. she's too emo.,1
2170,ITS GROSS. AND NOT NEEDED. I HATE IT! LMFAOOO.,1
2171,FUCK AT&T!,1
2172,damn yo I did!,1
2173,Dick through brains,1
2174,then eat  ass! Don't eat ass though  just eat...you ass,1
2175,lol ur whale penis,1
2176,I know there's a bottle of bourbon in that house. Hit that shit! Tap dat ass!,1
2177,That is bad ass.,1
2178,nerd!,1
2179,DAMN.,1
2180,Ouch.  That sucks!!,1
2181,good! i hate digg...it's way too gamed,1
2182,Hmm...gay marriage is a subset of gay rights  but they are not different animals entirely.,1
2183,ouch that sucks..,1
2184,i saw you had this thing so i made one too. loser i know ha,1
2185,thanks. i know i hate it to  but it also makes me happy to see ppl that care. you made me smile  so good job :D,1
2186,sigh.. I can telw you because altho you'll laugh at me at least you won't think I'm a freak or tell anyone.,1
2187,dawns a Fucking twat and @occultclassic that is the best song on the album,1
2188,damn yeah,1
2189,why do you eat so much you fat bastard,1
2190,lol. I know  she's a mess. But ya ass was not getting up.,1
2191,Then I would be gay and I would kill myself. Don't become a boy  please.,1
2192,yeah those darn gay alarms at CVS.....,1
2193,yeah  im pissed. liek my body is tired  but my brain isnt  or is it the other way around? fuck idk anymore,1
2194,Yea that is some BS! I HATE MESS LIKE THAT!,1
2195,OMG  you fucking got them didnt you?!?!?! I'm so jealous!!!!,1
2196,oh yeah! Radios powered by pork fat!,1
2197,Go back to your pork fat radio!,1
2198,was it the Nigella coca cola ham? that pig rocks!,1
2199,"Fuck that shit. I told people... ""DON'T MAKE THAT ACCOUNT!"" and someone had to do it. Fuck that shit.",1
2200,hey  fuck you &lt;3,1
2201,that song is so emo to me,1
2202,ikr? It's so fucking gross. GET ONLINE AND SAVE YOURSELF FROM THE 'TARDFULNESS.,1
2203,the punk ass pistons?,1
2204,ur smater than me then. last year  i was out on nye sick as fuck. came home with pneumonia,1
2205,FUCK YEA! THX! Id like to thank all my influences from my grandma (rip) to Sam L.  id also like to thank myself for being great!,1
2206,LMAO!! Hot sauce indeed!  but sheeeeit. you can take a picture of @shaydechelle wrapped in ME! fuck the dumb lol,1
2207,yeah and its really cute that i filmed two weddings that need to be edited and I CANT because my uncle sucks hard.,1
2208,ARGH!  I hate that too!,1
2209,gah!  Damn you spoilers!  I'm only on season threeeeee!,1
2210,Oh man...that sucks!,1
2211,whooo.  did you have to choke a bitch?,1
2212,i hate u! Jk.. But u can keep it.,1
2213,she took $60 from me  $50 from my sis 2 separate nights.  She says her stuff was jacked too.  Don't buy it. Betrayal sucks.,1
2214,You're still alive? Well  damn  I just lost a bet.,1
2215,way to not text me back DICK. :P,1
2216,fuck yeah they do!,1
2217,holy fuck.,1
2218,i got the whale too.  :(,1
2219,damn.. maybe ur next twitmance will be whole ass..,1
2220,sucks 2 b washed up.. gangstas paradise was the shit,1
2221,aw dammit  I meant to call @graemem a lame-duck Scotsman. Thanks for fixing my lame-ass miss of a joke!,1
2222,@hermanos @jamessime wow I totally know that fine line between love and hate! #dead_by_january_i_didnt_sign_up_for_this_shit,1
2223,I never watch those show or even read the lists because they invariably piss me off.,1
2224,he's a retard. shouldnt he be old enough to know to not  be so damn nosy and butt in on peoples relationship.,1
2225,Just keep your head up...you kick so much ass...,1
2226,I didn't call her fat at all! Keep your fucking nose out of other peoples business!,1
2227,"oooooooohhhhhhh sh*t! Damn where all the white women at! Come on! Hahaha (so is that why celebs ""crossover"" when they make it)",1
2228,ah damn.,1
2229,I hate those fucking hash tags.,1
2230,some loser had already. He did Daniel by elton john,1
2231,A pussy on my cock on my pussy  if you wanna take it further. ;),1
2232,I've been called a pig  if that helps. Recently  even,1
2233,damn you.,1
2234,Hahaha!  Well take care then. We would hate to lose you to your homeland anyways.  Come back safe!,1
2235,and you're a smug cunt  so it must be true!,1
2236,fuck yo moustache you young ass nigga. Step yo beard game up,1
2237,I might get in a snowball fight out this bitch!,1
2238,what if it could be all 3 that would stink on 2 levels  but I bet it is a fat bonus  or ur picking up his backyard,1
2239,newegg.com.... once u know  u new egg.... can get a 500 gig for fucking 30 bucks on there,1
2240,a semicolon sounds like some sort of gay sex act gone wrong,1
2241,"I hate it when you get ""blue"" teeth. LOL",1
2242,hour meetings foe a job you're failing at  because you hate it  your bentley that you don't even drive cuz gas is so expensive  in,1
2243, Damn :(,1
2244,...fuck jared leto. i forgot it was his bday. 25th HIS BIRTH 26th MY BIRTH ECHELON THROUGH THE BACK DOOOOR.,1
2245, damn 'reply' button ... -.-,1
2246,agreed.  UGO sucks ass,1
2247,it's the damn music  ugh  terrible!,1
2248,Also  you are not Canadian  fuck.,1
2249,yeah... it sucks...,1
2250,i hate those DIY post office things here in #ALB. no matter what the lines are still insane.,1
2251,rogue. I hate you and your ability to spell correctly. though some of them were red  but they were communist. not rouge.,1
2252,I hate chris,1
2253,u know what................. ima put jourdan on your ass.,1
2254,omg that so fucking sucks,1
2255,fuck. :( &lt;3,1
2256,this sucks ass!,1
2257,fuck yo couch! In yo face!,1
2258,FIRE HIM!!!!!!  lol lame ass mofo....,1
2259,get your ass here !!!,1
2260,Nuno Bettencourt ftw. Damn!,1
2261,Fat ass!,1
2262,and most of them are ugly and fat..lol,1
2263,i couldnt agree more. HATE sandra lee!,1
2264,i'm ok  now  darlin :)  i just hate my body sometimes.  it hurts me when it's most inconvenient.  i'll be ok... :) thank youuu,1
2265,http://twitpic.com/taap - fat.,1
2266,http://twitpic.com/v2mo - lol.. hate u both..,1
2267,http://twitpic.com/vhtp - LOOOOOOL HATE!!!!!!,1
2268,awwwwz poor little emo girl,1
2269,Damn skippy.,1
2270,that sucks. People are stupid.,1
2271,hate you both!!,1
2272,hate u,1
2273,Injections don't work in Vista? I tried in XP  didn't work there either  crazy bug or something :(. Damn you C++ Win32 API!,1
2274,it is not only terrible... it really sucks.,1
2275,AND DAMN I JUST LOST /AGAIN/.,1
2276,dude that sucks!,1
2277,if anyone's a loser  it's YOU.,1
2278,lol whore bath...funny.,1
2279,Fat Boys have a new song?!,1
2280,A gay couple getting married in NYC isn't going to change anyone's idea about marriage. Divorce has redefined marriage.,1
2281,Heores Season 2 sucked! Full of emo shit!,1
2282,I LOVE Pocoyo!...because I'm a freak!,1
2283,i hate you.,1
2284,i didn't laugh  fag.,1
2285,Pretty sure it's CO2 and H2O produces sugar  but damn that was a long time ago,1
2286,Well that sucks.,1
2287,lmfao! bad ass!,1
2288,wow. your dad looks like a total bad ass!,1
2289,You coming to work today  E? I know it's Gay Day and all. I wasn't sure if you were gay or just running late.,1
2290,Damn if TJ doesn't like your music  it must really suck. This guy will cosign anything,1
2291,old ass nigga!,1
2292,they stole my slogan!!! I hate them for that!,1
2293,That happens here in MD too. People totally freak!,1
2294,bitch... lol jk,1
2295,why would i accuse you  im SUPER FUCKING JESLOUS OF YOU,1
2296,kiss my icecubes formerly known as my ass cheeks.,1
2297,that sucks balls!,1
2298,I hate that too!!,1
2299,NERD!,1
2300,YOU KNOW IT BITCH. :D,1
2301,No God no. Fuck no. Fucking fuck god no.,1
2302,Gypsy bitch!!!!!,1
2303,LMAO!! I seen that  that dude was mad angry... then got his ass beat,1
2304,fuck you shane lol,1
2305,oooh that sucks. ibuprofin,1
2306,enak aja! nick carter ga gay!!,1
2307,ohlala dago ktny tmpt nongkrong gay :D,1
2308,@BikerSwag damn! No kidding!,1
2309,Man  fuck Alton-Darby.,1
2310,Sigh. Fuck 4chan.,1
2311,haha I always say that! Girl or not  I too can rock out with my cock out! Hah,1
2312,I hate em..,1
2313,He's so fucking annoying. I would just tell him fuck off and it's his fault he has an unverified address &gt;:/,1
2314,yeah and I am the man in the relationship @kRockXP your my bitch.,1
2315,D:!  That's horrible  ;__; This sucks.,1
2316,fuck off dude  don't waste my time  damn spam users again ...,1
2317,fuck off dude  don't waste my time...,1
2318,you own a gun? remind me not to piss you off anymore.,1
2319,FUCK FUCK FUCK FUCK BIIAAAATCH!,1
2320,damn straight :),1
2321,damn you hater!  lol,1
2322,OMG your so MEAN .. really really mean +_+  i hate you .. hifftt,1
2323,cunt? Whore?? Lololol,1
2324,fuck u and ur fucking break =/,1
2325,wow   that sucks.,1
2326,LIES! I HATE HIM!,1
2327,damn straight,1
2328,I hate you so much you stupid New York... douche. bagel.,1
2329,I wish I could punch you square in the face. that's how much I hate you right now.,1
2330,you are a twitter/last.fm whore! :P,1
2331,Doh!  That sucks!,1
2332,i hate you for both those statements. lol,1
2333,fuck up foo.,1
2334,i REALLY hate you,1
2335,ur gay? me. u. mall. shopping!,1
2336,God damn it  Louis!,1
2337,Nerd alert!,1
2338,SHUT THE FUCK UP! What?! Why does Micky Rouke have ur #?,1
2339,Freak.,1
2340,VTU  SUCKS &gt;.&lt;,1
2341,8 fucking am.,1
2342,HOLY FUCK! GIRL YOU CANT DO STUFF LIKE THAT!,1
2343,i hate pret,1
2344,That sucks!,1
2345,jealousy makes me hate you now hahaha,1
2346,And I HATE gangsters &gt;.&gt;,1
2347,haha no I'm just trying to fuck with him,1
2348,i hate u,1
2349,i hate u. looooooool,1
2350,Lolol well i hate u. K thx &lt;3,1
2351,I will super hero my ass out there and blow the tire up myself!!!,1
2352,that sucks big time.,1
2353,damn!! *goes off to call God*,1
2354,FOR REAL!!!! I NEED TO JUST STOP!!!! REALLY!!!! FUCK!!!!!,1
2355,gotta hate that shit,1
2356,So you were a geek and gay at a very young age ;),1
2357,You fucking rock =),1
2358,yeah  it sucks :(,1
2359,Thats so fucking stupid for you to say,1
2360,That sucks:),1
2361,God damn. That's some stocking up.,1
2362,damn girl. that was fire!,1
2363,makes even gay men question their sexuality.,1
2364,OMG where? that sucks!!,1
2365,lawl @ fat bitchez.,1
2366,you're a fat bitch? I think you just called yourself one. Lmao... Well if you wanna out yourself in that category... Ha ha,1
2367,fuck yeah,1
2368,Eat twat   you twitter whore.,1
2369,That sucks ...,1
2370,what happens when someone tells u gators suck ass lmao. U pull a gun or stab them to death???,1
2371,god damn you.,1
2372,nerd. :),1
2373,aw that sucks.,1
2374,I don't wanna sound gay or nuthin'  but that sir... is an arousing pic.,1
2375,lady  i wanna fuck your tumblr.,1
2376,that sucks!,1
2377,FUCKING ELLAS A RETARDED CUNT ALOT OF PEOPLE COULD DO A BETETER JOB THEN HERE SHES RACIST AGAINST BLACKS,1
2378,MOD_ELLA IS A FUCKING CUNT,1
2379,haha ugh this sucks :(,1
2380,ass get out its ur last day damn it!,1
2381,awe  how gay :P,1
2382,oh no...he grew out of it (after a few ass whippings)....he just steals girls hearts now (he's 20). But yea he was a baby klepto,1
2383,damn  that sux,1
2384,he's gay like u lmao. And the rest of the guys are alergic to fruits. *wink* lmao.,1
2385,U stupid bitch. I said Its in my car u always at work or chillin with then regis niggas.  Don't piss me off.,1
2386,hey man! You =gay! Lol jk,1
2387,your a pale whore..,1
2388,after I kept getting caught I just said fuck it  lifes too short and I wanna sing off key fools!,1
2389,you damn betcha,1
2390,ass.,1
2391,hot ass mess!!!! hahahaha,1
2392,omg! that really sucks! anything serious?,1
2393,@nightmaremyles fuck yes to both of you.  &lt;3,1
2394,dude.  she's fugly.  i think ur a desperate ass cam perv.,1
2395,hahah  ass :P hehe,1
2396,BITCH...you got a working Zune  and I don't like it! Yea you got one...BUT IT AINT ENUFF!,1
2397,closing now. some gay xmas thing,1
2398,Wow! That sucks.,1
2399,I hate FCC they are evil,1
2400,fuck you,1
2401,damn straight,1
2402,I'm late to the emo-ball.. I'm not even dressed.  WHY un-follow you?  What did you do now (pft- can't take him anywhere...),1
2403,i will but now the only problem is im realllyyyy not looking forward to seeing some gay show,1
2404,wash yo' ass!,1
2405,that sucks!,1
2406, you came up with angry gay guy...,1
2407, twitter whore!,1
2408,is officially too gay to function!,1
2409,... this is so post gay  it hurts .... NSFW! http://tinyurl.com/6d9ew5,1
2410,I hate you,1
2411,hell yeah fucking losers lol,1
2412,Fuck yeah,1
2413,na just a bitch of a teacher!!!!,1
2414,it is. Hate that LOL,1
2415,aww  I knoow  I hate that! :-P,1
2416,you're so gay. I hate lonestar.,1
2417,shits gay!,1
2418,fuck you Devi. slit em'!,1
2419,well just go to the local whore house!,1
2420,no way. they REALLY hate you  don't they?!,1
2421,@ryanruppe damn you...,1
2422,fat guys are immoral  there should be a proposition to keep them from marrying  VOTE YES,1
2423,you're a nerd fail,1
2424,fucking ayeeeeee,1
2425,SHUT THE FUCK UP BEFORE I PUT A HAMSTER UP YOUR ASS!!,1
2426,YOUR MOM SUCKS ASS. Don't be such a douche. It's obviously not done. I'll add the fucking parm when the noodles are done.,1
2427,I hate you so hard right now.,1
2428,http://twitpic.com/vme7 - that sucks!,1
2429,we talked four days ago!!!! emo cowboy fan :),1
2430,Especially the gay cowboys. Ha ha.,1
2431,i BET YOU WERE SILLY ASS! lol,1
2432,You're such a nerd. lol,1
2433,I hate you and your steelers.,1
2434,fuck betty she killed me...,1
2435,fuck yo life nigga,1
2436,@farwyde Cock your gun.,1
2437,@design_doll Cock and bull,1
2438,I hate them. I eat them for dessert. I will keep following you. I believe in your cause,1
2439,"""marinates penis"". That's gay dude.",1
2440,Male Chauvinist Pig. :P,1
2441,wow! You're a real cunt!,1
2442,OMG  that is a total bitch! Those jerks play that game here too except they write big fine$ with the confiscations!,1
2443,His ass needs to be put on blast so now his wife can see wtf he's doing.,1
2444,payment schedule...been there...sucks ass,1
2445,fuck em then! heh,1
2446,That sucks.,1
2447,That sounds like Charter.  I hate Charter.,1
2448,YOUR INSANE BABBLE  HAVE YOU LOST YO DAMN MIND?,1
2449,You know all about some interpretive gay dancing.,1
2450,hate you...,1
2451,hahahhaha I hate that!,1
2452,fuck you.,1
2453,fuck you haha,1
